"","countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school closing","c1_flag","c2_workplace closing","c2_flag","c3_cancel public events","c3_flag","c4_restrictions on gatherings","c4_flag","c5_close public transport","c5_flag","c6_stay at home requirements","c6_flag","c7_restrictions on internal movement","c7_flag","c8_international travel controls","e1_income support","e1_flag","e2_debt/contract relief","e3_fiscal measures","e4_international support","h1_public information campaigns","h1_flag","h2_testing policy","h3_contact tracing","h4_emergency investment in healthcare","h5_investment in vaccines","h6_facial coverings","h6_flag","h7_vaccination policy","h7_flag","h8_protection of elderly people","h8_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","phsm_change"
"1828","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-13,3,0,2,0,2,0,4,0,1,0,3,0,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,70658,2245,67.13,67.13,62.62,62.62,57.55,57.55,62.2,62.2,25,25,"increase"
"1829","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-13,2,1,2,0,2,1,4,1,1,0,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,173625,5917,61.11,61.11,64.29,64.29,56.25,56.25,60.71,60.71,25,25,"decrease"
"1830","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-13,3,1,2,1,2,1,4,0,1,0,0,NA,2,0,1,0,NA,2,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,188085,14412,64.35,64.35,71.43,71.43,59.11,59.11,60.42,60.42,50,50,"decrease"
"1831","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-13,3,1,2,1,2,1,2,1,1,1,2,0,2,1,2,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,57072,2036,74.07,74.07,84.52,84.52,57.55,57.55,65.77,65.77,NA,NA,"increase"
"1832","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-13,3,0,2,1,2,0,3,1,2,0,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,NA,NA,NA,115032,1696,70.37,70.37,74.52,74.52,57.81,57.81,62.5,62.5,25,25,"decrease"
"1833","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-08-13,3,0,3,0,2,0,4,0,2,0,2,0,2,0,1,1,1,1,0,0,2,1,2,2,0,0,4,0,0,NA,1,1,NA,3224876,105463,72.69,72.69,69.76,69.76,65.1,65.1,67.26,67.26,50,50,"increase"
"1834","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,2,1,2,1,4,1,2,1,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,22435,576,80.56,80.56,85.71,85.71,67.19,67.19,73.21,73.21,25,25,"decrease"
"1835","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,0,2,0,2,1,4,0,0,NA,2,0,1,1,2,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,1,1,NA,110777,3455,63.43,63.43,63.1,63.1,56.77,56.77,61.31,61.31,25,25,"increase"
"1836","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,2,1,2,1,3,1,1,1,1,1,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,1,1,NA,39244,612,69.44,69.44,76.19,76.19,60.16,60.16,65.18,65.18,25,25,"decrease"
"1837","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,3,0,2,1,3,1,1,1,2,0,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,210993,4271,75.93,75.93,80.95,80.95,61.72,61.72,66.96,66.96,25,25,"increase"
"1838","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,3,0,2,1,3,1,1,1,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,99234,2286,68.52,68.52,76.19,76.19,60.42,60.42,65.48,65.48,25,25,"decrease"
"1839","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,2,0,2,1,4,0,1,0,2,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,2,0,NA,35434,591,67.13,67.13,69.05,69.05,59.11,59.11,63.99,63.99,25,25,"increase"
"1840","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,0,2,0,2,0,4,0,1,0,3,0,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,72269,2285,67.13,67.13,62.62,62.62,57.55,57.55,62.2,62.2,25,25,"increase"
"1841","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,2,1,2,0,2,1,4,1,1,0,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,175608,5924,61.11,61.11,64.29,64.29,56.25,56.25,60.71,60.71,25,25,"decrease"
"1842","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,2,1,2,1,4,0,1,0,0,NA,2,0,1,0,NA,2,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,189891,14507,64.35,64.35,71.43,71.43,59.11,59.11,60.42,60.42,50,50,"decrease"
"1843","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,1,2,1,2,1,2,1,1,1,2,0,2,1,2,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,57467,2041,74.07,74.07,84.52,84.52,57.55,57.55,65.77,65.77,NA,NA,"increase"
"1844","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-14,3,0,2,1,2,0,3,1,2,0,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,NA,NA,NA,118183,1742,70.37,70.37,74.52,74.52,57.81,57.81,62.5,62.5,25,25,"decrease"
"1845","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-08-14,3,0,3,0,2,0,4,0,2,0,2,0,2,0,1,1,1,1,0,0,2,1,2,2,0,0,4,0,0,NA,1,1,NA,3275520,106523,72.69,72.69,69.76,69.76,65.1,65.1,67.26,67.26,50,50,"increase"
"1846","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,2,1,2,1,4,1,2,1,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,22516,576,80.56,80.56,85.71,85.71,67.19,67.19,73.21,73.21,25,25,"decrease"
"1847","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,0,2,0,2,1,4,0,0,NA,2,0,1,1,2,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,1,1,NA,111241,3463,63.43,63.43,63.1,63.1,56.77,56.77,61.31,61.31,25,25,"increase"
"1848","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,2,1,2,1,3,1,1,1,1,1,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,1,1,NA,39431,613,69.44,69.44,76.19,76.19,60.16,60.16,65.18,65.18,25,25,"decrease"
"1849","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,3,0,2,1,3,1,1,1,2,0,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,214379,4338,75.93,75.93,80.95,80.95,61.72,61.72,66.96,66.96,25,25,"increase"
"1850","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,3,0,2,1,3,1,1,1,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,100938,2286,68.52,68.52,76.19,76.19,60.42,60.42,65.48,65.48,25,25,"decrease"
"1851","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,2,0,2,1,4,0,1,0,2,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,2,0,NA,36542,598,67.13,67.13,69.05,69.05,59.11,59.11,63.99,63.99,25,25,"increase"
"1852","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,0,2,0,2,0,4,0,1,0,3,0,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,72761,2319,67.13,67.13,62.62,62.62,57.55,57.55,62.2,62.2,25,25,"increase"
"1853","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,2,1,2,0,2,1,4,1,1,0,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,177010,5932,61.11,61.11,64.29,64.29,56.25,56.25,60.71,60.71,25,25,"decrease"
"1854","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,2,1,2,1,4,0,1,0,0,NA,2,0,1,0,NA,2,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,190614,14526,64.35,64.35,71.43,71.43,59.11,59.11,60.42,60.42,50,50,"decrease"
"1855","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,1,2,1,2,1,2,1,1,1,2,0,2,1,2,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,57660,2062,74.07,74.07,84.52,84.52,57.55,57.55,65.77,65.77,NA,NA,"increase"
"1856","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-15,3,0,2,1,2,0,3,1,2,0,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,NA,NA,NA,120001,1767,70.37,70.37,74.52,74.52,57.81,57.81,62.5,62.5,25,25,"decrease"
"1857","Brazil","BRA",NA,NA,"NAT_TOTAL",2020-08-15,3,0,3,0,2,0,4,0,2,0,2,0,2,0,1,1,1,1,0,0,2,0,2,2,0,0,4,0,0,NA,1,1,NA,3317096,107232,69.91,69.91,65,65,63.54,63.54,65.48,65.48,50,50,"increase"
"1858","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,2,1,2,1,4,1,2,1,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,22548,576,80.56,80.56,85.71,85.71,67.19,67.19,73.21,73.21,25,25,"decrease"
"1859","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,0,2,0,2,1,4,0,0,NA,2,0,1,1,2,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,1,1,NA,111912,3483,63.43,63.43,63.1,63.1,56.77,56.77,61.31,61.31,25,25,"increase"
"1860","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,2,1,2,1,3,1,1,1,1,1,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,1,1,NA,39518,613,69.44,69.44,76.19,76.19,60.16,60.16,65.18,65.18,25,25,"decrease"
"1861","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,3,0,2,1,3,1,1,1,2,0,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,216030,4406,75.93,75.93,80.95,80.95,61.72,61.72,66.96,66.96,25,25,"increase"
"1862","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,3,0,2,1,3,1,1,1,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,101592,2322,68.52,68.52,76.19,76.19,60.42,60.42,65.48,65.48,25,25,"decrease"
"1863","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,2,0,2,1,4,0,1,0,2,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,2,0,NA,36836,626,67.13,67.13,69.05,69.05,59.11,59.11,63.99,63.99,25,25,"increase"
"1864","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,0,2,0,2,0,4,0,1,0,3,0,2,0,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,73269,2340,67.13,67.13,62.62,62.62,57.55,57.55,62.2,62.2,25,25,"increase"
"1865","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,2,1,2,0,2,1,4,1,1,0,1,1,1,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,1,1,NA,177969,5940,61.11,61.11,64.29,64.29,56.25,56.25,60.71,60.71,25,25,"decrease"
"1866","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,2,1,2,1,4,0,1,0,0,NA,2,0,1,0,NA,2,NA,NA,2,1,2,2,NA,NA,4,1,0,NA,NA,NA,NA,194279,14562,64.35,64.35,71.43,71.43,59.11,59.11,60.42,60.42,50,50,"decrease"
"1867","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,1,2,1,2,1,2,1,1,1,2,0,2,1,2,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,4,0,0,NA,NA,NA,NA,57720,2067,74.07,74.07,84.52,84.52,57.55,57.55,65.77,65.77,NA,NA,"increase"
"1868","Brazil","BRA",NA,NA,"STATE_TOTAL",2020-08-16,3,0,2,1,2,0,3,1,2,0,1,1,2,1,1,0,NA,1,NA,NA,2,1,2,2,NA,NA,3,1,0,NA,NA,NA,NA,120880,1797,70.37,70.37,74.52,74.52,57.81,57.81,62.5,62.5,25,25,"decrease"
