"","countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school closing","c1_flag","c2_workplace closing","c2_flag","c3_cancel public events","c3_flag","c4_restrictions on gatherings","c4_flag","c5_close public transport","c5_flag","c6_stay at home requirements","c6_flag","c7_restrictions on internal movement","c7_flag","c8_international travel controls","e1_income support","e1_flag","e2_debt/contract relief","e3_fiscal measures","e4_international support","h1_public information campaigns","h1_flag","h2_testing policy","h3_contact tracing","h4_emergency investment in healthcare","h5_investment in vaccines","h6_facial coverings","h6_flag","h7_vaccination policy","h7_flag","h8_protection of elderly people","h8_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","phsm_change"
"5320","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-20,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,14620662,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5321","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-20,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,37739,2772,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5322","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-20,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5323","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-20,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,57616,5657,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5324","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-20,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,1,0,0,2,1,0,NA,1,1,NA,962,15,47.22,47.22,57.86,57.86,46.35,46.35,42.26,42.26,75,75,"increase"
"5325","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-20,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,13,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5326","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-20,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,112938,8947,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5327","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,9728,172,52.78,52.78,70.24,70.24,60.94,60.94,58.93,58.93,75,75,"decrease"
"5328","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,353,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5329","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5330","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,263,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5331","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,1067,63,58.33,58.33,68.57,68.57,57.81,57.81,55.36,55.36,75,75,"decrease"
"5332","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5333","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,37942,2773,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5334","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5335","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,57796,5658,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5336","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,1,0,0,2,1,0,NA,1,1,NA,970,15,47.22,47.22,57.86,57.86,46.35,46.35,42.26,42.26,75,75,"increase"
"5337","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-21,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,13,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5338","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-21,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,113473,8954,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5339","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,9861,174,52.78,52.78,70.24,70.24,60.94,60.94,58.93,58.93,75,75,"decrease"
"5340","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,361,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5341","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5342","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,264,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5343","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5344","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5345","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38107,2775,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5346","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5347","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,57938,5662,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5348","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,1,0,0,2,1,0,NA,1,1,NA,1030,15,47.22,47.22,57.86,57.86,46.35,46.35,42.26,42.26,75,75,"increase"
"5349","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-22,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,13,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5350","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-22,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,113790,8958,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5351","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,9975,176,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5352","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,362,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5353","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5354","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,264,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5355","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5356","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5357","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38210,2775,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5358","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5359","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,58080,5662,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5360","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,1,0,0,2,1,0,NA,1,1,NA,1072,16,47.22,47.22,57.86,57.86,46.35,46.35,42.26,42.26,75,75,"increase"
"5361","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-23,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,13,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5362","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-23,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,114398,8966,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5363","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10086,178,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5364","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,371,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5365","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5366","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,265,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5367","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5368","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5369","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38405,2778,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5370","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5371","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,58243,5663,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5372","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1099,16,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5373","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-24,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5374","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-24,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,115115,8970,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5375","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10086,178,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5376","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,375,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5377","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5378","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,265,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5379","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5380","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5381","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38543,2779,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5382","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5383","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,58414,5666,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5384","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1136,16,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5385","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-25,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5386","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-25,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,115470,8974,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5387","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10086,178,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5388","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,381,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5389","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5390","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5391","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5392","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5393","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38680,2783,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5394","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5395","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,58583,5667,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5396","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1178,16,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
"5397","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-26,3,1,1,1,2,1,3,1,1,1,0,NA,2,0,NA,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,14,0,59.26,59.26,69.05,69.05,60.42,60.42,58.33,58.33,75,75,"decrease"
"5398","Canada","CAN",NA,NA,"NAT_TOTAL",2020-07-26,3,0,2,0,2,0,4,0,0,NA,1,1,2,0,4,2,1,1,0,0,2,1,2,1,0,0,2,0,0,NA,3,0,NA,115789,8978,67.13,67.13,67.38,67.38,61.98,61.98,60.12,60.12,75,75,"increase"
"5399","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,1,1,2,1,1,1,2,1,1,0,0,NA,1,1,4,2,1,1,0,0,2,1,3,2,0,0,2,1,0,NA,2,1,NA,10390,186,52.78,52.78,70.24,70.24,58.85,58.85,56.55,56.55,75,75,"decrease"
"5400","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,2,1,1,1,2,1,3,1,0,NA,1,1,1,1,4,2,0,2,0,0,2,1,2,2,0,0,2,1,0,NA,2,1,NA,387,7,62.04,62.04,70.24,70.24,63.54,63.54,60.12,60.12,87.5,87.5,"increase"
"5401","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,2,1,0,NA,2,1,3,1,1,1,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,170,2,65.74,65.74,77.38,77.38,61.98,61.98,60.12,60.12,75,75,"decrease"
"5402","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,2,1,1,1,2,0,3,1,0,NA,1,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,2,1,0,NA,3,1,NA,266,3,64.81,64.81,72.14,72.14,65.62,65.62,64.29,64.29,75,75,"increase"
"5403","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,3,1,0,NA,1,1,3,1,0,NA,0,NA,2,1,4,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1067,63,58.33,58.33,68.57,68.57,55.73,55.73,52.98,52.98,75,75,"decrease"
"5404","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,2,1,0,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,0,0,62.96,62.96,70.95,70.95,57.29,57.29,58.33,58.33,50,50,"increase"
"5405","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,3,1,2,0,1,0,4,0,1,1,0,NA,0,NA,4,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,3,1,NA,38799,2784,56.94,56.94,70.95,70.95,66.41,66.41,61.61,61.61,100,100,"decrease"
"5406","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,2,1,1,1,1,1,3,1,0,NA,1,1,2,1,4,2,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,2,1,NA,36,0,62.04,62.04,72.14,72.14,63.02,63.02,57.74,57.74,100,100,"increase"
"5407","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,3,0,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,2,1,1,0,0,2,1,2,0,0,0,3,1,0,NA,2,1,NA,58728,5667,58.33,58.33,64.29,64.29,55.21,55.21,52.38,52.38,75,75,"decrease"
"5408","Canada","CAN",NA,NA,"STATE_TOTAL",2020-07-27,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,NA,2,1,1,0,0,2,1,1,2,0,0,2,1,0,NA,1,1,NA,1209,16,47.22,47.22,57.86,57.86,49.48,49.48,45.83,45.83,75,75,"increase"
